schedule_id,date_created,end_time,other_details,start_time,person_id
796,10/20/2019,3:57 PM,Ratufa indica,12:21 AM,209
797,5/20/2007,11:43 PM,Himantopus himantopus,8:54 PM,194
798,3/3/2004,6:24 AM,Pelecanus occidentalis,9:37 AM,13
799,1/14/2008,1:08 PM,Equus burchelli,3:17 PM,161
800,10/3/2006,9:59 AM,Phalacrocorax brasilianus,5:15 PM,273
801,4/26/2006,2:08 PM,Lutra canadensis,6:59 AM,86
802,3/24/2017,5:14 AM,Chordeiles minor,2:43 AM,84
803,3/2/2008,7:50 AM,Nasua narica,7:38 AM,277
804,1/27/2014,9:30 PM,Orcinus orca,5:35 PM,278
805,3/20/2013,11:13 PM,Cervus canadensis,6:37 PM,158
806,5/31/2004,4:41 AM,Graspus graspus,4:06 PM,217
807,5/5/2005,1:55 AM,Arctogalidia trivirgata,8:09 PM,288
808,11/27/2003,9:29 AM,Paroaria gularis,5:26 AM,241
809,2/26/2018,7:26 PM,Sula dactylatra,8:27 PM,74
810,12/16/2018,2:42 PM,unavailable,1:00 PM,287
811,5/5/2002,7:51 AM,Martes americana,9:29 PM,115
812,2/10/2011,10:23 PM,Ramphastos tucanus,5:47 PM,148
813,5/22/2014,5:12 AM,Hystrix indica,4:12 PM,37
814,10/2/2020,6:02 AM,Nyctereutes procyonoides,6:11 PM,111
815,9/26/2018,6:38 PM,Taurotagus oryx,5:49 PM,215
816,7/1/2017,4:54 AM,Grus antigone,6:58 PM,119
817,11/28/2003,4:18 PM,Sarkidornis melanotos,9:27 PM,85
818,8/7/2009,7:03 PM,Francolinus coqui,11:11 AM,274
819,10/23/2012,8:50 PM,Boa caninus,12:21 AM,165
820,3/19/2003,4:05 PM,Uraeginthus angolensis,9:26 AM,45
821,9/4/2012,1:04 AM,Callorhinus ursinus,12:19 AM,277
822,9/21/2005,6:26 PM,Otaria flavescens,11:51 PM,59
823,7/2/2014,4:36 PM,Macropus agilis,4:03 PM,145
824,8/14/2011,11:52 PM,Propithecus verreauxi,8:00 AM,70
825,8/25/2015,11:28 PM,Amblyrhynchus cristatus,4:17 AM,61
826,9/25/2013,12:22 AM,Nesomimus trifasciatus,11:20 AM,252
827,1/17/2007,4:35 PM,Spheniscus magellanicus,7:07 AM,264
828,5/5/2014,3:04 PM,Ctenophorus ornatus,1:31 PM,31
829,6/22/2006,7:27 AM,Sylvilagus floridanus,2:53 PM,78
830,5/22/2005,11:31 PM,Estrilda erythronotos,2:55 PM,281
831,7/27/2005,4:53 PM,Camelus dromedarius,4:30 AM,296
832,4/26/2013,9:36 PM,Alligator mississippiensis,3:01 PM,115
833,11/30/2010,1:48 AM,Zalophus californicus,12:00 AM,56
834,4/28/2016,4:17 AM,Ninox superciliaris,6:17 PM,201
835,12/7/2019,6:17 PM,Gyps bengalensis,7:45 PM,221
836,12/1/2017,8:37 AM,Centrocercus urophasianus,3:20 AM,227
837,4/4/2017,3:05 PM,Picoides pubescens,2:24 AM,166
838,1/17/2005,5:26 AM,Macropus agilis,8:23 AM,65
839,8/12/2015,5:56 PM,Sus scrofa,11:53 AM,286
840,10/4/2004,11:28 AM,Lycosa godeffroyi,5:23 AM,112
841,10/21/2016,2:21 AM,Plegadis falcinellus,10:52 PM,132
842,7/31/2016,11:31 AM,Eremophila alpestris,3:30 AM,264
843,6/19/2012,12:10 AM,Lasiodora parahybana,8:53 PM,168
844,4/23/2003,9:44 PM,Dusicyon thous,4:03 PM,224
845,5/25/2003,6:17 AM,Milvago chimachima,3:40 AM,261
846,7/1/2009,12:42 PM,Chlidonias leucopterus,12:53 AM,139
847,10/12/2011,10:27 AM,Eolophus roseicapillus,11:39 AM,198
848,12/31/2016,4:09 AM,Ceryle rudis,2:33 AM,117
849,10/3/2020,3:35 PM,Lepilemur rufescens,4:44 AM,77
850,7/10/2016,11:37 AM,Centrocercus urophasianus,5:15 PM,297
851,11/17/2006,3:05 PM,unavailable,10:52 AM,291
852,10/7/2020,5:00 AM,Deroptyus accipitrinus,8:19 AM,198
853,6/6/2020,3:07 AM,Junonia genoveua,8:28 PM,114
854,5/15/2017,4:55 PM,Nannopterum harrisi,10:27 PM,177
855,8/13/2002,5:43 PM,Bassariscus astutus,6:42 AM,125
856,10/4/2018,12:19 AM,Phoenicopterus ruber,8:33 PM,42
857,6/27/2015,6:02 PM,Butorides striatus,8:22 PM,74
858,1/11/2007,10:34 PM,Coluber constrictor,9:54 PM,180
859,12/25/2009,11:05 PM,Phalacrocorax carbo,12:22 AM,168
860,1/6/2010,8:46 AM,Zosterops pallidus,2:35 PM,282
861,5/1/2018,9:42 AM,Streptopelia senegalensis,9:59 PM,102
862,3/28/2010,12:39 PM,Macropus robustus,7:21 PM,92
863,10/27/2007,9:02 AM,Pelecanus occidentalis,3:27 PM,297
864,12/6/2014,12:50 AM,Hyaena brunnea,8:16 AM,40
865,4/15/2012,3:56 AM,Bubulcus ibis,4:09 PM,110
866,7/26/2007,12:24 PM,Manouria emys,5:09 PM,125
867,8/16/2013,6:46 AM,Bucorvus leadbeateri,8:44 PM,156
868,4/30/2013,9:23 AM,Meles meles,12:53 AM,280
869,11/8/2017,6:47 PM,Madoqua kirkii,10:02 AM,156
870,10/25/2020,6:52 AM,Tringa glareola,10:28 AM,227
871,10/8/2005,8:03 AM,Naja haje,3:27 AM,38
872,7/18/2013,4:04 AM,unavailable,8:05 AM,75
873,10/16/2007,12:19 AM,Myotis lucifugus,11:37 AM,62
874,12/2/2013,5:07 AM,Tauraco porphyrelophus,4:46 PM,283
875,1/21/2008,5:43 AM,Phascogale calura,12:41 AM,6
876,8/6/2004,10:50 AM,Bucephala clangula,4:53 AM,132
877,6/19/2002,8:19 PM,Limnocorax flavirostra,3:02 PM,182
878,7/1/2017,9:10 AM,Phalacrocorax varius,10:07 PM,108
879,6/9/2011,8:38 AM,Acrobates pygmaeus,2:11 PM,221
880,4/22/2003,8:35 AM,Nannopterum harrisi,8:57 PM,290
881,9/26/2009,7:23 PM,Bugeranus caruncalatus,1:11 AM,9
882,11/14/2006,9:59 PM,Trichoglossus haematodus moluccanus,11:09 AM,292
883,11/22/2009,2:12 PM,Alopex lagopus,3:39 PM,252
884,4/5/2007,11:11 PM,Ovis dalli stonei,11:43 PM,65
885,10/28/2009,5:08 AM,Haematopus ater,7:04 PM,67
886,4/10/2020,2:58 AM,Parus atricapillus,1:38 AM,293
887,6/8/2005,4:46 AM,Lamprotornis nitens,8:13 PM,262
888,9/11/2018,10:49 AM,Callipepla gambelii,8:32 AM,15
889,3/29/2013,10:33 PM,Calyptorhynchus magnificus,11:57 AM,160
890,12/17/2005,6:16 PM,Equus hemionus,9:45 PM,165
891,9/8/2002,4:05 PM,Ardea cinerea,8:37 PM,257
892,4/14/2009,5:09 AM,Climacteris melanura,6:47 PM,186
893,8/14/2011,11:02 AM,Cracticus nigroagularis,1:39 AM,291
894,6/8/2004,11:59 AM,Coendou prehensilis,6:33 AM,125
895,6/24/2007,8:07 AM,Meles meles,12:00 AM,166
896,3/13/2012,7:07 AM,Cynictis penicillata,7:06 PM,291
897,5/17/2015,9:30 AM,Bradypus tridactylus,12:17 PM,143
898,10/28/2005,2:37 AM,Pseudocheirus peregrinus,11:30 PM,146
899,11/21/2020,8:47 PM,Ara chloroptera,1:54 PM,99
900,9/24/2017,4:29 PM,Macropus robustus,4:51 AM,20
901,8/25/2018,3:10 AM,Pelecanus conspicillatus,12:18 PM,6
902,7/13/2017,10:03 AM,Corvus brachyrhynchos,5:59 PM,98
903,6/17/2013,2:22 AM,Lycosa godeffroyi,7:23 AM,169
904,6/25/2018,8:22 AM,Psophia viridis,4:56 PM,84
905,7/8/2016,1:19 PM,Galictis vittata,9:19 PM,256
906,4/9/2005,8:43 AM,Zalophus californicus,10:40 AM,284
907,2/19/2015,5:32 PM,Phoenicopterus ruber,8:34 PM,157
908,12/2/2006,7:58 PM,Alopex lagopus,8:55 PM,90
909,7/14/2019,2:09 PM,Agkistrodon piscivorus,8:11 AM,156
910,3/5/2007,5:43 AM,Sylvicapra grimma,8:14 AM,90
911,12/23/2008,9:33 PM,Chionis alba,4:22 AM,208
912,12/24/2012,4:55 AM,Neophoca cinerea,12:44 AM,230
913,9/8/2002,4:20 AM,Larus dominicanus,12:20 PM,57
914,3/18/2013,6:32 PM,Tadorna tadorna,6:24 AM,37
915,6/15/2014,1:43 AM,Taurotagus oryx,7:23 AM,149
916,2/17/2007,4:57 AM,Larus fuliginosus,9:11 AM,138
917,3/25/2004,5:27 PM,Spheniscus magellanicus,6:09 PM,7
918,6/19/2018,1:09 PM,Dendrocygna viduata,9:14 PM,87
919,12/22/2014,8:07 PM,Varanus sp.,4:57 AM,116
920,9/3/2009,5:00 AM,Pseudocheirus peregrinus,1:59 AM,166
921,11/9/2020,5:30 PM,Melursus ursinus,8:58 AM,30
922,5/9/2012,1:07 PM,Falco peregrinus,3:46 AM,181
923,7/15/2003,1:34 AM,Crotalus adamanteus,3:37 PM,51
924,2/24/2006,5:02 AM,Canis aureus,4:59 PM,174
925,5/8/2003,11:45 PM,Paraxerus cepapi,9:38 PM,171
926,6/3/2008,8:59 PM,Bettongia penicillata,1:00 AM,119
927,10/8/2011,10:21 AM,Lepus arcticus,9:09 AM,211
928,3/30/2013,2:44 PM,Macropus parryi,10:28 AM,149
929,1/24/2016,10:09 PM,Agkistrodon piscivorus,10:27 AM,80
930,3/5/2010,3:43 AM,Acridotheres tristis,10:53 AM,3
931,6/30/2006,10:42 PM,Cervus unicolor,9:04 PM,275
932,7/11/2016,5:19 AM,Theropithecus gelada,5:36 AM,139
933,12/4/2005,7:55 AM,Bubo sp.,11:20 AM,166
934,2/6/2020,5:16 AM,Delphinus delphis,11:45 AM,247
935,3/18/2013,8:36 AM,Canis lupus lycaon,4:08 AM,88
936,12/23/2008,2:36 PM,Isoodon obesulus,8:52 PM,170
937,9/23/2008,11:10 AM,Lemur catta,8:40 PM,199
938,8/9/2003,2:01 AM,Marmota caligata,8:17 PM,277
939,2/21/2009,10:31 AM,Dasypus novemcinctus,6:45 PM,241
940,3/21/2011,9:13 PM,Procyon lotor,2:18 AM,262
941,11/1/2012,4:00 PM,Martes americana,10:36 AM,260
942,3/22/2003,1:41 AM,Nucifraga columbiana,6:58 AM,270
943,1/6/2008,6:18 AM,Elephas maximus bengalensis,8:51 PM,81
944,11/26/2004,9:30 AM,Libellula quadrimaculata,9:01 PM,68
945,4/19/2006,4:25 AM,Platalea leucordia,2:23 PM,52
946,11/2/2020,11:57 PM,unavailable,9:15 AM,11
947,2/24/2006,6:59 PM,Buteo jamaicensis,2:22 PM,87
948,5/6/2018,8:38 PM,Procyon cancrivorus,5:22 AM,215
949,2/1/2011,9:55 PM,Graspus graspus,8:32 AM,246
950,3/29/2015,9:58 PM,Isoodon obesulus,11:02 AM,141
951,3/17/2014,7:50 PM,Panthera tigris,9:13 PM,70
952,2/13/2017,5:52 AM,Merops sp.,1:52 PM,253
953,6/25/2013,10:12 AM,Equus hemionus,12:21 AM,146
954,1/6/2016,2:36 AM,Vombatus ursinus,6:30 AM,66
955,3/26/2005,1:35 PM,Mephitis mephitis,10:41 PM,260
956,3/6/2021,4:22 PM,Neotis denhami,1:05 PM,292
957,6/28/2013,1:11 AM,Cervus duvauceli,1:56 PM,97
958,11/7/2017,1:19 PM,Varanus salvator,10:49 PM,112
959,6/12/2006,4:24 AM,Chlidonias leucopterus,7:50 AM,120
960,3/24/2014,12:42 AM,Taurotagus oryx,2:36 AM,202
961,11/1/2007,4:14 PM,Alligator mississippiensis,4:23 PM,241
962,10/31/2017,12:13 AM,Acridotheres tristis,5:43 PM,207
963,7/14/2016,9:25 PM,Leptoptilos crumeniferus,12:11 PM,246
964,1/27/2020,4:33 PM,Odocoileus hemionus,10:41 PM,170
965,4/7/2015,2:07 AM,Thamnolaea cinnmomeiventris,9:45 AM,122
966,10/2/2016,4:55 AM,Uraeginthus granatina,3:24 PM,236
967,4/5/2018,3:28 AM,Mabuya spilogaster,6:45 AM,166
968,2/17/2010,2:22 PM,Chelodina longicollis,10:54 AM,178
969,9/2/2010,12:12 AM,Madoqua kirkii,5:45 PM,251
970,5/9/2009,1:47 AM,Streptopelia senegalensis,2:31 AM,284
971,11/17/2018,5:06 PM,Kobus defassa,10:53 PM,41
972,5/5/2013,7:07 PM,Eolophus roseicapillus,7:23 PM,119
973,3/30/2011,6:09 AM,Sylvilagus floridanus,3:23 PM,185
974,4/20/2019,9:54 AM,Oxybelis fulgidus,12:22 AM,29
975,3/19/2019,2:07 AM,Connochaetus taurinus,7:46 AM,97
976,1/11/2014,11:29 AM,Philetairus socius,3:20 AM,61
977,5/2/2007,8:47 PM,Alectura lathami,5:52 AM,52
978,6/10/2011,2:05 PM,Varanus sp.,2:54 PM,260
979,4/28/2019,6:56 PM,Ephipplorhynchus senegalensis,2:08 AM,48
980,11/19/2010,2:42 AM,Phoenicopterus ruber,8:30 PM,121
981,12/14/2018,3:31 PM,Paraxerus cepapi,2:10 AM,100
982,10/5/2018,11:49 AM,Equus hemionus,2:20 AM,288
983,3/27/2002,9:43 PM,Eutamias minimus,12:57 AM,204
984,2/5/2013,12:14 PM,Anastomus oscitans,10:49 AM,76
985,3/15/2010,10:48 PM,Phalacrocorax carbo,3:16 AM,35
986,9/15/2015,11:54 AM,Galago crassicaudataus,4:04 PM,87
987,8/30/2018,2:46 PM,Chlamydosaurus kingii,9:33 AM,24
988,7/2/2020,8:55 PM,Sarcorhamphus papa,11:10 AM,241
989,6/25/2009,12:28 PM,Marmota caligata,9:42 PM,240
990,3/4/2014,5:52 AM,Caiman crocodilus,1:17 PM,234
991,5/27/2015,7:47 AM,Oryx gazella callotis,5:48 PM,129
992,2/2/2016,10:12 PM,Anas bahamensis,4:49 AM,162
993,11/29/2015,8:13 PM,Oreotragus oreotragus,12:08 PM,81
994,9/8/2019,10:39 AM,Alces alces,2:01 AM,69
995,9/28/2009,1:13 PM,Larus sp.,8:15 AM,262
996,7/30/2002,7:12 PM,Dusicyon thous,2:12 AM,38
997,2/7/2014,4:00 PM,Sciurus vulgaris,10:31 AM,85
998,6/8/2016,1:16 PM,Phascolarctos cinereus,6:06 PM,118
999,6/29/2012,4:53 PM,Anhinga rufa,10:01 PM,120
1000,4/6/2005,8:27 AM,Alopochen aegyptiacus,10:16 AM,205
